CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40364362,21 CLUB,MANHATTAN,21,WEST   52 STREET,10019.0,2125827200,American,2018-06-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2018-06-23,2018-11-12,Cycle Inspection / Re-inspection
40365968,NANCY WHISKEY PUB,MANHATTAN,1,LISPENARD ST,10013.0,2122269943,American,2016-03-18,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,8.0,A,2016-03-18,2018-11-12,Cycle Inspection / Re-inspection
40366381,DANGERFIELD'S NIGHT CLUB,MANHATTAN,1118,1 AVENUE,10065.0,2125931650,American,2016-02-24,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A,2016-02-24,2018-11-12,Cycle Inspection / Initial Inspection
40367365,FLAME RESTAURANT COFFEE HOUSE,MANHATTAN,893,9 AVENUE,10019.0,2127657962,American,2018-01-24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,2018-01-24,2018-11-12,Cycle Inspection / Re-inspection
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,MANHATTAN,,W 79 STREET,10024.0,2127695370,American,2018-03-08,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2018-03-08,2018-11-12,Cycle Inspection / Initial Inspection
40387990,T.G.I. FRIDAY'S,MANHATTAN,47,BROADWAY,10006.0,2124838321,American,2018-07-31,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,A,2018-07-31,2018-11-12,Cycle Inspection / Initial Inspection
40388218,WALKER'S RESTAURANT,MANHATTAN,16,NORTH MOORE STREET,10013.0,2129410142,American,2015-11-30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,2015-11-30,2018-11-12,Cycle Inspection / Initial Inspection
40392668,LUCYS,MANHATTAN,135,AVENUE A,10009.0,2126733824,American,2014-09-18,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9.0,A,2014-09-18,2018-11-12,Cycle Inspection / Initial Inspection
40393558,FITZGERALD'S PUB,MANHATTAN,336,THIRD AVENUE,10010.0,2126796931,American,2016-11-28,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,2016-11-28,2018-11-12,Cycle Inspection / Initial Inspection
40399057,9TH AVE SALOON,MANHATTAN,656,9 AVENUE,10036.0,2123071503,American,2016-03-21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26.0,A,2015-02-26,2018-11-12,Cycle Inspection / Initial Inspection
40401422,BROADWAY DIVE,MANHATTAN,2662,BROADWAY,10025.0,2128652662,American,2016-05-02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2016-05-02,2018-11-12,Cycle Inspection / Re-inspection
40402393,HARVARD CLUB,MANHATTAN,27,WEST   44 STREET,10036.0,2128406600,American,2016-03-21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2016-03-21,2018-11-12,Cycle Inspection / Initial Inspection
40402527,MADISON SQUARE,MANHATTAN,51,MADISON AVE,10010.0,2125766303,American,2018-03-23,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12.0,A,2018-03-23,2018-11-12,Cycle Inspection / Initial Inspection
40404024,THE PENN CLUB,MANHATTAN,30,WEST   44 STREET,10036.0,2124036544,American,2017-08-08,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A,2017-08-08,2018-11-12,Cycle Inspection / Initial Inspection
40483697,LUNT FONTANNE THEATER,MANHATTAN,205,WEST   46 STREET,10036.0,2123544624,American,2015-11-05,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,A,2015-11-05,2018-11-12,Cycle Inspection / Initial Inspection
40510335,DEVON & BLAKELY,MANHATTAN,250,PARK AVENUE,10177.0,2126610101,American,2017-05-02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,2017-05-02,2018-11-12,Cycle Inspection / Initial Inspection
40535399,VON,MANHATTAN,3,BLEECKER STREET,10012.0,2124733039,American,2018-02-06,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22.0,B,2018-06-25,2018-11-12,Cycle Inspection / Initial Inspection
40545130,SPEEDY'S DELI,MANHATTAN,1271,BROADWAY,10001.0,2126838997,American,2017-07-24,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,17.0,A,2018-07-16,2018-11-12,Cycle Inspection / Initial Inspection
40559636,TRATTORIA BIANCA,MANHATTAN,481,8 AVENUE,10001.0,2122688460,American,2017-04-24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22.0,A,2018-06-19,2018-11-12,Cycle Inspection / Initial Inspection
40560945,AMBASSADOR THEATRE,MANHATTAN,219,WEST   49 STREET,10019.0,2125867610,American,2018-06-09,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,2.0,A,2015-11-19,2018-11-12,Administrative Miscellaneous / Initial Inspection
40564625,WAKAMBA,MANHATTAN,543,8 AVENUE,10018.0,2125642042,American,2016-05-10,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9.0,A,2016-05-10,2018-11-12,Cycle Inspection / Initial Inspection
40571896,TURTLE BAY GRILL AND LOUNGE,MANHATTAN,987,2 AVENUE,10022.0,2122234224,American,2018-02-12,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32.0,A,2017-06-05,2018-11-12,Cycle Inspection / Initial Inspection
40592285,BOWLMOR CHELSEA PIERS,MANHATTAN,60,CHELSEA PIERS,10011.0,2128352695,American,2016-11-14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17.0,A,2017-02-21,2018-11-12,Cycle Inspection / Initial Inspection
40592566,FRED'S,MANHATTAN,476,AMSTERDAM AVE,10024.0,2125793076,American,2017-07-27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2017-07-27,2018-11-12,Cycle Inspection / Initial Inspection
40619544,CAFETERIA,MANHATTAN,119,7 AVENUE,10011.0,2124141717,American,2016-12-05,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,2016-12-05,2018-11-12,Cycle Inspection / Initial Inspection
40638792,MERCER KITCHEN,MANHATTAN,99,PRINCE STREET,10012.0,2129665454,American,2017-04-24,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10.0,A,2017-04-24,2018-11-12,Cycle Inspection / Initial Inspection
40645474,OLD JOHN'S LUNCHEONETTE,MANHATTAN,148,WEST   67 STREET,10023.0,2128742700,American,2018-05-02,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2018-05-02,2018-11-12,Cycle Inspection / Initial Inspection
40653502,V-BAR & CAFE,MANHATTAN,225,SULLIVAN STREET,10012.0,2122535740,American,2018-08-22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,50.0,A,2016-07-19,2018-11-12,Cycle Inspection / Initial Inspection
40690019,MODERN GOURMET,MANHATTAN,793,BROADWAY,10003.0,2126770047,American,2018-01-04,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32.0,B,2018-01-24,2018-11-12,Cycle Inspection / Initial Inspection
40726811,RELIABLE FOOD,MANHATTAN,59,EAST   54 STREET,10022.0,2127506363,American,2018-06-21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2018-06-21,2018-11-12,Cycle Inspection / Re-inspection
40750275,BROADWAY LOUNGE,MANHATTAN,1535,BROADWAY,10036.0,2123981900,American,2018-10-23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2018-10-23,2018-11-12,Cycle Inspection / Initial Inspection
40783655,GEORGIOS COUNTRY GRILL,MANHATTAN,801,9 AVENUE,10019.0,2129771150,American,2018-06-19,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,A,2018-07-20,2018-11-12,Cycle Inspection / Initial Inspection
40806208,PAUL WEISS RIFKIN WHARTON,MANHATTAN,1285,6 AVENUE,10019.0,2123732423,American,2016-07-20,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2016-07-20,2018-11-12,Cycle Inspection / Initial Inspection
40831779,KOYZINA KAFE,MANHATTAN,62,WILLIAM STREET,10005.0,2123449898,American,2016-10-19,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5.0,A,2016-10-19,2018-11-12,Cycle Inspection / Initial Inspection
40850071,DEBEVOISE & PLIMPTON,MANHATTAN,919,3 AVENUE,10022.0,2129096199,American,2016-09-21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2016-09-21,2018-11-12,Cycle Inspection / Initial Inspection
40851227,THE MAGICIAN,MANHATTAN,118,RIVINGTON STREET,10002.0,2126737851,American,2016-05-18,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,10.0,A,2016-05-18,2018-11-12,Smoke-Free Air Act / Initial Inspection
40875955,CHASE EDR,MANHATTAN,270,PARK AVENUE,10017.0,2122707071,American,2016-11-02,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10.0,A,2016-11-02,2018-11-12,Cycle Inspection / Initial Inspection
40932307,FIDDLESTICKS,MANHATTAN,5456,GREENWICH AVENUE,,2124630516,American,2018-03-14,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,12.0,A,2018-03-14,2018-11-12,Cycle Inspection / Initial Inspection
40937349,JAKE'S SALOON,MANHATTAN,875,10 AVENUE,10019.0,2123333100,American,2016-06-06,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2016-06-06,2018-11-12,Cycle Inspection / Re-inspection
40938961,CIELO,MANHATTAN,18,LITTLE WEST 12 STREET,10014.0,2126911193,American,2017-06-23,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,2017-06-23,2018-11-12,Cycle Inspection / Re-inspection
40943583,THE PRESS BOX,MANHATTAN,932,2 AVENUE,10022.0,2123171826,American,2015-11-24,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,2015-11-24,2018-11-12,Cycle Inspection / Re-inspection
40953735,CUCINA AND CO.,MANHATTAN,600,5 AVENUE,10020.0,2123327633,American,2017-01-10,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8.0,A,2017-01-10,2018-11-12,Cycle Inspection / Re-inspection
40955456,THE MERCER SUBMERCER,MANHATTAN,147,MERCER STREET,10012.0,2129666060,American,2015-09-11,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2.0,A,2015-09-11,2018-11-12,Cycle Inspection / Initial Inspection
40958613,CITY DINER,MANHATTAN,2441,BROADWAY,10024.0,2128772720,American,2017-07-03,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,2017-07-03,2018-11-12,Cycle Inspection / Initial Inspection
40988754,UNION BANK OF SWITZERLAND,MANHATTAN,1285,6 AVENUE,10019.0,2127134875,American,2018-08-07,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2.0,A,2018-08-07,2018-11-12,Cycle Inspection / Initial Inspection
40994007,CONTINENTAL,MANHATTAN,25,3 AVENUE,10003.0,2125296924,American,2017-03-07,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,7.0,A,2017-03-07,2018-11-12,Cycle Inspection / Initial Inspection
41007868,PAX,MANHATTAN,520,8 AVENUE,10018.0,2127140555,American,2017-12-01,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2017-12-01,2018-11-12,Cycle Inspection / Initial Inspection
41013755,RUMOURS,MANHATTAN,933,8 AVENUE,10019.0,2127572373,American,2017-11-15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,2017-11-15,2018-11-12,Cycle Inspection / Initial Inspection
41032440,CLIFFORD CHANCE CAFETERIA,MANHATTAN,31,WEST   52 STREET,10019.0,2128788287,American,2016-04-14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A,2016-04-14,2018-11-12,Cycle Inspection / Initial Inspection
41040475,GRAMERCY  ALE HOUSE,MANHATTAN,272,3 AVENUE,10010.0,6466783566,American,2015-10-21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20.0,C,2016-06-24,2018-11-12,Cycle Inspection / Initial Inspection
41056943,THE SCHOOL AT COLUMBIA UNIVERSITY,MANHATTAN,556,WEST  110 STREET,10025.0,2128514289,American,2016-04-26,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2016-04-26,2018-11-12,Cycle Inspection / Initial Inspection
41073072,LIBATION,MANHATTAN,137,LUDLOW STREET,10002.0,2125292153,American,2018-09-21,Violations were cited in the following area(s).,15F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Applicable,12.0,A,2017-03-24,2018-11-12,Smoke-Free Air Act / Re-inspection
41074013,CAFE MANHATTAN,MANHATTAN,35,WEST   45 STREET,10036.0,2129211515,American,2018-01-12,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,19.0,B,2018-02-13,2018-11-12,Cycle Inspection / Initial Inspection
41087519,REDEMPTION,MANHATTAN,1003,2 AVENUE,10022.0,2123194545,American,2016-08-31,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26.0,B,2016-08-31,2018-11-12,Cycle Inspection / Re-inspection
41116011,CAFE PLAZA DELI,MANHATTAN,11,BROADWAY,10004.0,2128094101,American,2015-07-06,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,30.0,A,2017-03-10,2018-11-12,Cycle Inspection / Initial Inspection
41140991,CIPRIANI,MANHATTAN,55,WALL STREET,10005.0,6467230812,American,2015-12-14,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33.0,C,2015-12-14,2018-11-12,Cycle Inspection / Re-inspection
41151507,BG RESTAURANT,MANHATTAN,754,5 AVENUE,10019.0,2128728977,American,2015-06-11,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2015-06-11,2018-11-12,Cycle Inspection / Re-inspection
41153872,THE MANSION,MANHATTAN,1634,YORK AVENUE,10028.0,2125358888,American,2017-07-06,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,A,2017-07-06,2018-11-12,Cycle Inspection / Initial Inspection
41156294,TELEON CAFE,MANHATTAN,264,WEST   40 STREET,10018.0,2125753838,American,2017-08-29,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,2017-08-29,2018-11-12,Cycle Inspection / Re-inspection
41177205,TONIC EAST,MANHATTAN,411,3 AVENUE,10016.0,2126837090,American,2015-07-24,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16.0,B,2015-07-24,2018-11-12,Cycle Inspection / Re-inspection
41197487,HEARST CORPORATION EDR,MANHATTAN,300,WEST   57 STREET,10019.0,2126492542,American,2017-04-14,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2017-04-14,2018-11-12,Cycle Inspection / Initial Inspection
